id_candidata,estado,nivel_revisado,japones,espanol,motivo,vocabulario_y_contextos_previos,ejemplo_mas_proximo
N4:2304,aceptada,N2,その文化は若い世代には人気がありますが、私の世代には少しなじみにくいです。,"Esa cultura es popular entre la generación joven, pero a la mía le resulta algo menos familiar.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""その"": 117, ""なじむ"": 0, ""世代"": 1, ""人気"": 18, ""少し"": 143, ""文化"": 40, ""私"": 124, ""若い"": 2}",この薬は効果がありますが、まだ弱いです。
N4:2305,aceptada,N3,駅前は交通量が多いです。,Delante de la estación hay mucho tráfico.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""交通"": 1, ""多い"": 24, ""駅前"": 9}",京都は寺が多いです。
N4:2306,descartada,N4,この家は連邦の補助で家賃が安い。,Esta vivienda tiene un alquiler barato gracias a la ayuda federal.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""安い"": 52, ""家"": 95, ""家賃"": 1, ""補助"": 1, ""連邦"": 1}",この家は古いですが、医療機関が近いです。
N4:2307,descartada,N4,食べてみて、この味の結論は何？,"Después de probarlo, ¿cuál es tu conclusión sobre el sabor?",Expresión poco natural: conclusión sobre un sabor.,"{""この"": 796, ""何"": 68, ""味"": 5, ""結論"": 1, ""食べる"": 129}",この店の独自の味付けは何ですか。
N4:2308,aceptada,N2,この店でのトラブルについて、昨日見たことを証言してください。,"Sobre el problema de esta tienda, declara lo que viste ayer.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""する"": 871, ""トラブル"": 0, ""店"": 127, ""昨日"": 40, ""見る"": 158, ""証言"": 1}",駅に着いたら、電話してください。
N4:2309,descartada,N4,まだバスはでないよ。,El autobús aún no sale.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""でる"": 0, ""まだ"": 85, ""バス"": 87}",バスはここにない。
N4:2310,aceptada,N2,飛行機の上昇で、窓から街が小さく見えた。,"Por el ascenso del avión, la ciudad se veía pequeña desde la ventana.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""上昇"": 1, ""小さい"": 10, ""窓"": 31, ""街"": 1, ""見える"": 14, ""飛行機"": 7}",飛行機が上昇するのを窓から見ました。
N4:2311,descartada,N4,ウイルスの侵入を防ぐには手洗いが大切だ。,"Para evitar la entrada de virus, lavarse las manos es importante.",Anotaciones duplicadas de la misma aparición de 侵入.,"{""ウイルス"": 1, ""侵入"": 1, ""大切"": 37, ""手洗い"": 0, ""防ぐ"": 3}",旅行の前に健康が大切です。
N4:2312,descartada,N4,部下の報告を整理しながら、毎日勉強しています。,"Mientras organizo los informes de mis subordinados, estudio cada día.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""勉強"": 111, ""報告"": 5, ""整理"": 13, ""部下"": 1}",この事業について、図書館で資料を集めながら毎日勉強しています。
N4:2313,descartada,N4,あっ、もう仕事ですか？,"Ah, ¿ya está trabajando?",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""もう"": 88, ""仕事"": 133}",仕事はもう終わりそうですか。
N4:2314,descartada,N4,私たちは大切な関係を防衛します。,Nosotros defendemos una relación importante.,Uso poco natural de 防衛 para una relación personal.,"{""する"": 871, ""大切"": 37, ""私"": 124, ""関係"": 27, ""防衛"": 1}",私は人の徳を大切にします。
N4:2315,descartada,N4,それはメディアではなくて、雑誌です。,"Eso no es un medio, sino una revista.",Contraste incoherente: una revista también es un medio.,"{""それ"": 73, ""ない"": 34, ""メディア"": 1, ""雑誌"": 2}",それは部品じゃなくて、本体です。
N4:2316,descartada,N4,この山の植物は特殊なので、普通の道では見つかりません。,"Las plantas de esta montaña son especiales, así que no se encuentran en caminos normales.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""山"": 37, ""普通"": 4, ""植物"": 2, ""特殊"": 1, ""見つかる"": 5, ""道"": 20}",その論文は私のではありません。
N4:2317,aceptada,N3,深呼吸をしました。,Respiré hondo.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""深呼吸"": 0}",昨日仕事をしました。
N4:2318,aceptada,N2,この新しい機種は性能が優秀です。,Este nuevo modelo tiene un rendimiento excelente.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""優秀"": 1, ""性能"": 0, ""新しい"": 70, ""機種"": 0}",この機能がコアです。
N4:2319,aceptada,N3,年齢を聞いてもいいですか。,¿Puedo preguntarte la edad?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""年齢"": 1, ""聞く"": 72}",この部屋で音楽を聞いてもいいですか。
N4:2320,descartada,N4,その時点ではまだ準備中だったので、私は展示室の外で待っていました。,"En ese momento todavía estaba en preparación, así que esperé fuera de la sala de exposiciones.",Lecturas fuera del orden del texto.,"{""その"": 117, ""まだ"": 85, ""外"": 6, ""展示"": 13, ""待つ"": 14, ""時点"": 1, ""準備"": 11, ""私"": 124}",その会は男子だけだと思っていたのに、女子も来ていました。
N4:2321,descartada,N4,航空じゃなくて鉄道です。,"No es aviación, es ferrocarril.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""航空"": 1, ""鉄道"": 1}",文明じゃなくて文化です。
N4:2322,aceptada,N4,母の世話をしているので、帰りが遅いです。,"Como cuido de mi madre, vuelvo tarde.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""世話"": 1, ""帰り"": 5, ""母"": 40, ""遅い"": 6}",彼は金融の仕事をしているので、忙しいです。
N4:2323,aceptada,N2,会議資料の作成を急いでいます。,Estoy preparando deprisa los materiales de la reunión.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""会議"": 29, ""作成"": 1, ""急ぐ"": 3, ""資料"": 49}",部長が資料をくださいます。
N4:2324,aceptada,N2,この店では顧客の要望に合わせて商品を並べています。,En esta tienda colocan los productos según lo que piden los clientes.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""並べる"": 0, ""合わせる"": 1, ""商品"": 19, ""店"": 127, ""要望"": 1, ""顧客"": 1}",この店では商品を販売しています。
N4:2325,aceptada,N2,その事故で財産も失いましたか。,¿También perdiste tus bienes en ese accidente?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""その"": 117, ""事故"": 5, ""失う"": 1, ""財産"": 1}",昨日の事故で死者が出ました。
N4:2326,aceptada,N3,この駅では列車の本数が少ないです。,En esta estación pasan pocos trenes.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""列車"": 1, ""少ない"": 11, ""本数"": 0, ""駅"": 97}",このゲームでは兵器の種類が多いです。
N4:2327,descartada,N4,これらは健康食品ではありません。,Estos no son alimentos saludables.,健康食品 designa productos dietéticos o de salud; traducción demasiado amplia.,"{""ある"": 381, ""これら"": 1, ""健康"": 22, ""食品"": 0}",これは銅ではありません。
N4:2328,descartada,N4,趣味で日本語を勉強していますが、仕事が忙しいので毎日ではありません。,"Estudio japonés por afición, pero como el trabajo me ocupa, no es todos los días.",Lectura incorrecta de 日本語.,"{""ある"": 381, ""する"": 871, ""仕事"": 133, ""勉強"": 111, ""忙しい"": 32, ""日本語"": 53, ""毎日"": 74, ""趣味"": 1}",毎日日本語を勉強します。
N4:2329,descartada,N4,彼はすぐに賛成を示す。,Él muestra enseguida su aprobación.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""すぐ"": 33, ""彼"": 64, ""示す"": 1, ""賛成"": 2}",組合はこの措置に賛成です。
N4:2330,aceptada,N3,祖父は村で偉大な人として知られています。,A mi abuelo se le conoce en el pueblo como una gran persona.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""人"": 73, ""偉大"": 1, ""村"": 0, ""知る"": 10, ""祖父"": 5}",祖父は郵便局で働いています。
N4:2331,aceptada,N4,あなたは歌うのが得意ですか。,¿Eres bueno cantando?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""あなた"": 7, ""得意"": 1, ""歌う"": 1}",あなたは大人ですか。
N4:2332,aceptada,N3,その件はみんなで相談して判断してください。,"Sobre ese asunto, consultadlo entre todos y tomad una decisión.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""その"": 117, ""みんな"": 34, ""件"": 1, ""判断"": 1, ""相談"": 10}",出発前はロビーで待機してください。
N4:2333,aceptada,N4,先日は失礼しました。,Perdón por el otro día.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""先日"": 1, ""失礼"": 0}",初日は少し熱がありました。
N4:2334,aceptada,N3,知り合いが来たので、仕事を少し早く終えました。,"Como vino un conocido, terminé el trabajo un poco antes.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""仕事"": 133, ""少し"": 143, ""早い"": 47, ""来る"": 59, ""知り合い"": 1, ""終える"": 4}",昨日仕事をしました。
N4:2335,aceptada,N2,この業界は変化がとても速いです。,"En este sector, los cambios van muy rápido.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""とても"": 34, ""変化"": 4, ""業界"": 1, ""速い"": 14}",この町はとても静かです。
N4:2336,descartada,N4,その祭りは公式に今年で百周年です。,"Oficialmente, ese festival cumple cien años este año.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""その"": 117, ""今年"": 7, ""公式"": 1, ""祭り"": 70}",この祭りの入場料は最低でも五百円です。
N4:2337,aceptada,N2,まだ説得できますか。,¿Todavía puedes convencerle?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""できる"": 81, ""まだ"": 85, ""説得"": 1}",制御できますか。
N4:2338,aceptada,N2,家のテレビで殺害事件のニュースを見た。,En casa vi una noticia de asesinato por televisión.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""テレビ"": 8, ""ニュース"": 12, ""事件"": 6, ""家"": 95, ""殺害"": 1, ""見る"": 158}",うちで世界のニュースを見ますか。
N4:2339,aceptada,N3,このケーキは甘くない。しかも硬い。,"Este pastel no es dulce; además, está duro.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""しかも"": 1, ""ケーキ"": 12, ""甘い"": 7, ""硬い"": 0}",このケーキ、最高においしいです。
N4:2340,descartada,N4,駅に近いアパートは高かったので、少し古いほうを買いました。,"Como el apartamento cerca de la estación era caro, compré uno un poco más viejo.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""アパート"": 1, ""古い"": 25, ""少し"": 143, ""買う"": 121, ""近い"": 10, ""駅"": 97, ""高い"": 43}",デパートで服を見て、靴も買いました。
N4:2341,descartada,N4,満員電車では心理的に乱れます。,"En un tren lleno, el ánimo se altera.",Combinación poco natural de 心理的に乱れる.,"{""乱れる"": 0, ""心理"": 1, ""満員"": 1, ""電車"": 91}",電車は十分後に来ます。
N4:2342,descartada,N4,家族と英国への旅行を楽しみました。,Disfruté mucho el viaje al Reino Unido con mi familia.,Lectura incorrecta de 旅行.,"{""家族"": 31, ""旅行"": 82, ""楽しむ"": 4}",毎年夏に家族と京都へ旅行します。
N4:2343,descartada,N4,この体温計は自動ですか。,¿Este termómetro es automático?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""体温計"": 0, ""自動"": 0}",この薬は何ですか。
N4:2344,descartada,N4,試験の前に、幸運を願って友だちにお守りを渡しました。,"Antes del examen, le deseé suerte y le di un amuleto a un amigo.",Lecturas fuera del orden del texto.,"{""お守り"": 0, ""前"": 118, ""友だち"": 126, ""幸運"": 1, ""渡す"": 2, ""試験"": 22, ""願う"": 1}",旅行の前に友だちに連絡しました。
N4:2345,descartada,N4,それは名誉ではありません。,Eso no es un honor.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ある"": 381, ""それ"": 73, ""名誉"": 1}",それは黄金ではありません。
N4:2346,descartada,N4,結婚の件はまだ申し上げられませんが、気持ちは伝えたいです。,"Sobre el asunto del matrimonio, todavía no puedo decir nada, pero quiero transmitir lo que siento.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""まだ"": 85, ""件"": 1, ""伝える"": 5, ""気持ち"": 6, ""申し上げる"": 1, ""結婚"": 10}",まだ彼女とはあまり話しませんが、もう友だちです。
N4:2347,aceptada,N2,ここのもつ煮は、寒い日の楽しみです。,Aquí el guiso de casquería es un placer en días fríos.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ここ"": 108, ""もつ"": 1, ""寒い"": 24, ""楽しみ"": 0, ""煮る"": 5}",これは私のものです。
N4:2348,descartada,N4,この森には、写真の才能を伸ばしたくなります。,En este bosque dan ganas de desarrollar el talento para la fotografía.,Partícula には inadecuada en esta construcción.,"{""この"": 796, ""なる"": 125, ""伸ばす"": 1, ""写真"": 73, ""才能"": 1, ""森"": 42}",旅行に行くと、写真をたくさん撮ります。
N4:2349,aceptada,N2,救助の要請はできますか。,¿Se puede solicitar rescate?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""できる"": 81, ""救助"": 1, ""要請"": 1}",支払いはできますか。
