Word_ID,Word,Reading,Meaning_EN,Concept_ID,Concept_Label,Concept_Members,Web_Rank,Web_Percentile,Dialogue_Count,Dialogue_Score,Dialogue_Evidence,Context_Families,Context_Dispersion,Register_Dispersion,Composite_Score,Composite_Rank,Composite_Percentile,Composite_JLPT
V08736,扶助,ふじょ,aid,lexeme.V08736,aid,扶助,8736,87.35,0,15.4,web_prior,,50.0,16.7,19.8698,8702,90.64,N1
V08737,取組,とりくみ,bout,lexeme.V08737,bout,取組,8737,87.36,2,9.53,direct,,50.0,13.14,16.6955,9527,99.23,N1
V08738,格闘技,かくとうぎ,Martial Arts,lexeme.V08738,Martial Arts,格闘技,8738,87.37,0,15.4,web_prior,,50.0,16.7,19.8698,8703,90.65,N1
V08739,声優,せいゆう,voice actor or actress,lexeme.V08739,voice actor or actress,声優,8739,87.38,1,6.01,direct,,50.0,10.44,14.707,9580,99.78,N1
V08740,出回る,でまわる,circulate,lexeme.V08740,circulate,出回る,8740,87.39,0,15.4,web_prior,,50.0,16.7,19.8698,8704,90.66,N1
V08741,冷やす,ひやす,cool,lexeme.V08741,cool,冷やす,8741,87.4,0,15.38,web_prior,,50.0,16.69,19.8553,8706,90.68,N1
V08742,華やか,はなやか,gorgeous,lexeme.V08742,gorgeous,華やか,8742,87.41,34,30.85,direct,,50.0,23.63,27.8555,5303,55.23,N3
V08743,リーディング,リーディング,reading,lexeme.V08743,reading,リーディング,8743,87.42,0,15.38,web_prior,,50.0,16.69,19.8553,8707,90.69,N1
V08744,ナショナリズム,ナショナリズム,nationalism,lexeme.V08744,nationalism,ナショナリズム,8744,87.43,0,15.38,web_prior,,50.0,16.69,19.8553,8708,90.7,N1
V08745,プラザ,プラザ,Plaza,lexeme.V08745,Plaza,プラザ,8745,87.44,0,15.38,web_prior,,50.0,16.69,19.8553,8709,90.71,N1
V08746,墓地,ぼち,cemetery,lexeme.V08746,cemetery,墓地,8746,87.45,194,45.75,direct,,50.0,28.78,35.3341,3019,31.44,N3
V08747,強行,きょうこう,forcing,lexeme.V08747,forcing,強行,8747,87.46,18,25.55,direct,,50.0,21.5,25.1514,6321,65.83,N2
V08748,絶える,たえる,End,lexeme.V08748,End,絶える,8748,87.47,0,15.38,web_prior,,50.0,16.69,19.8553,8710,90.72,N1
V08749,近づける,ちかづける,Get closer,lexeme.V08749,Get closer,近づける,8749,87.48,0,15.38,web_prior,,50.0,16.69,19.8553,8711,90.73,N1
V08750,忍耐,にんたい,endurance,lexeme.V08750,endurance,忍耐,8750,87.49,0,15.38,web_prior,,50.0,16.69,19.8553,8712,90.74,N1
V08751,風水,ふうすい,Chinese geomancy,lexeme.V08751,Chinese geomancy,風水,8751,87.5,6,16.88,direct,,50.0,17.48,20.6494,8321,86.67,N2
V08752,けっして,けっして,Never,form.9343afe0048e,never,決して|けっして,8752,87.51,1569,63.85,direct,Conocimiento y consultas,50.0,52.47,54.5351,368,3.82,N5
V08753,月額,げつがく,monthly amount,lexeme.V08753,monthly amount,月額,8753,87.52,5,15.55,direct,,50.0,16.77,19.9415,8671,90.31,N1
V08754,無関心,むかんしん,indifference,lexeme.V08754,indifference,無関心,8754,87.53,0,15.38,web_prior,,50.0,16.69,19.8553,8713,90.75,N1
V08755,御礼,おれい,thanks,lexeme.V08755,thanks,御礼,8755,87.54,0,15.38,web_prior,,50.0,16.69,19.8553,8714,90.76,N1
V08756,シアター,シアター,Theater,lexeme.V08756,Theater,シアター,8756,87.55,24,27.93,direct,,50.0,22.48,26.3699,5860,61.03,N2
V08757,回戦,かいせん,match,lexeme.V08757,match,回戦,8757,87.56,0,15.38,web_prior,,50.0,16.69,19.8553,8715,90.77,N1
V08758,ドリーム,ドリーム,Dream,lexeme.V08758,Dream,ドリーム,8758,87.57,0,15.38,web_prior,,50.0,16.69,19.8553,8716,90.78,N1
V08759,スキャン,スキャン,scan,lexeme.V08759,scan,スキャン,8759,87.58,0,15.38,web_prior,,50.0,16.69,19.8553,8717,90.79,N1
V08760,作物,さくもつ,produce,lexeme.V08760,produce,作物,8760,87.59,61,35.81,direct,,50.0,25.45,30.3553,4460,46.45,N3
V08761,団地,だんち,multi-unit apartments,lexeme.V08761,multi-unit apartments,団地,8761,87.6,34,30.85,direct,,50.0,23.62,27.8485,5305,55.25,N3
V08762,褒美,ほうび,reward,lexeme.V08762,reward,褒美,8762,87.61,101,40.13,direct,,50.0,26.94,32.5227,3829,39.88,N3
V08763,枯れる,かれる,wither,lexeme.V08763,wither,枯れる,8763,87.62,0,15.37,web_prior,,50.0,16.67,19.8408,8718,90.8,N1
V08764,濃厚,のうこう,density,lexeme.V08764,density,濃厚,8764,87.63,0,15.37,web_prior,,50.0,16.67,19.8408,8719,90.81,N1
V08765,有権者,ゆうけんしゃ,voters,lexeme.V08765,voters,有権者,8765,87.64,0,15.37,web_prior,,50.0,16.67,19.8408,8720,90.82,N1
V08766,積み上げる,つみあげる,stack up,lexeme.V08766,stack up,積み上げる,8766,87.65,0,15.37,web_prior,,50.0,16.67,19.8408,8721,90.83,N1
V08767,受容,じゅよう,reception,lexeme.V08767,reception,受容,8767,87.66,15,24.06,direct,,50.0,20.86,24.3781,6639,69.15,N2
V08768,採決,さいけつ,vote,lexeme.V08768,vote,採決,8768,87.67,10,20.81,direct,,50.0,19.39,22.6893,7345,76.5,N2
V08769,無用,むよう,useless,lexeme.V08769,useless,無用,8769,87.68,250,47.94,direct,,50.0,29.43,36.4069,2753,28.67,N4
V08770,駆る,かる,Drive,lexeme.V08770,Drive,駆る,8770,87.69,0,15.35,web_prior,,50.0,16.65,19.8263,8723,90.85,N1
V08771,上流,じょうりゅう,upper stream,lexeme.V08771,upper stream,上流,8771,87.7,57,35.23,direct,,50.0,25.23,30.0567,4547,47.35,N3
V08772,拭く,ふく,wipe,form.a2053118ab57,wipe,ふく|拭く,8772,87.71,0,21.45,web_prior,,50.0,23.26,25.7087,6104,63.57,N2
V08773,カタカナ,カタカナ,Katakana,lexeme.V08773,Katakana,カタカナ,8773,87.72,0,15.35,web_prior,,50.0,16.65,19.8263,8724,90.86,N1
V08774,鳥取,とっとり,Tottori,lexeme.V08774,Tottori,鳥取,8774,87.73,0,15.35,web_prior,,50.0,16.65,19.8263,8725,90.88,N1
V08775,電圧,でんあつ,voltage,lexeme.V08775,voltage,電圧,8775,87.74,46,33.41,direct,,50.0,24.56,29.1364,4860,50.61,N3
V08776,逃げ出す,にげだす,Run away,lexeme.V08776,Run away,逃げ出す,8776,87.75,0,15.35,web_prior,,50.0,16.65,19.8263,8726,90.89,N1
V08777,パラメータ,パラメータ,Parameters,lexeme.V08777,Parameters,パラメータ,8777,87.76,0,15.34,web_prior,,50.0,16.64,19.8117,8727,90.9,N1
V08778,自民,じみん,LDP,lexeme.V08778,LDP,自民,8778,87.77,0,15.34,web_prior,,50.0,16.64,19.8117,8728,90.91,N1
V08779,でかける,でかける,Go out,form.6ccd43e77468,go out,出かける|出掛ける|でかける,8779,87.78,0,33.32,web_prior,Dinero y proyectos|Conocimiento y consultas,50.0,36.14,37.1718,2558,26.64,N4
V08780,シネマ,シネマ,cinema,lexeme.V08780,cinema,シネマ,8780,87.79,0,15.34,web_prior,,50.0,16.64,19.8117,8729,90.92,N1
V08781,線路,せんろ,line,lexeme.V08781,line,線路,8781,87.8,69,36.86,direct,,50.0,25.79,30.8704,4303,44.81,N3
V08782,催す,もよおす,hold,lexeme.V08782,hold,催す,8782,87.81,0,15.34,web_prior,,50.0,16.64,19.8117,8730,90.93,N1
V08783,サーフィン,サーフィン,surfing,lexeme.V08783,surfing,サーフィン,8783,87.82,0,15.34,web_prior,,50.0,16.64,19.8117,8731,90.94,N1
V08784,納豆,なっとう,natto,lexeme.V08784,natto,納豆,8784,87.83,0,15.34,web_prior,Ocio y vida diaria,50.0,16.64,19.8117,8732,90.95,N1
V08785,マネ,マネ,Money,lexeme.V08785,Money,マネ,8785,87.84,0,15.34,web_prior,,50.0,16.64,19.8117,8733,90.96,N1
V08786,配送,はいそう,delivery,lexeme.V08786,delivery,配送,8786,87.85,58,35.38,direct,,50.0,25.27,30.1243,4529,47.17,N3
V08787,食器,しょっき,tableware,lexeme.V08787,tableware,食器,8787,87.86,75,37.58,direct,,50.0,26.04,31.2287,4201,43.75,N3
V08788,最高裁判所,さいこうさいばんしょ,supreme court,lexeme.V08788,supreme court,最高裁判所,8788,87.87,0,15.34,web_prior,,50.0,16.64,19.8117,8734,90.97,N1
V08789,遠征,えんせい,expedition,lexeme.V08789,expedition,遠征,8789,87.88,0,15.34,web_prior,,50.0,16.64,19.8117,8735,90.98,N1
V08790,積もる,つもる,pile up,lexeme.V08790,pile up,積もる,8790,87.89,0,15.34,web_prior,,50.0,16.64,19.8117,8736,90.99,N1
V08791,トピックス,トピックス,Topics,lexeme.V08791,Topics,トピックス,8791,87.9,0,15.34,web_prior,,50.0,16.64,19.8117,8737,91.0,N1
V08792,つぶれる,つぶれる,collapse,form.d97cae03e984,collapse,つぶれる|潰れる,8792,87.91,0,20.28,web_prior,,50.0,22.0,24.5877,6547,68.19,N2
V08793,ライス,ライス,rice,lexeme.V08793,rice,ライス,8793,87.92,0,15.34,web_prior,,50.0,16.64,19.8117,8738,91.01,N1
V08794,ビラ,ビラ,flyer,lexeme.V08794,flyer,ビラ,8794,87.93,0,15.32,web_prior,,50.0,16.62,19.7971,8740,91.03,N1
V08795,手足,てあし,one's hands and feet,lexeme.V08795,one's hands and feet,手足,8795,87.94,82,38.34,direct,,50.0,26.29,31.605,4093,42.62,N3
V08796,ウィリアム,ウィリアム,William,lexeme.V08796,William,ウィリアム,8796,87.95,248,47.87,direct,,50.0,29.38,36.3575,2769,28.83,N4
V08797,回想,かいそう,reflection,lexeme.V08797,reflection,回想,8797,87.96,12,22.25,direct,,50.0,20.03,23.4276,7052,73.45,N2
V08798,めったに,めったに,Rarely,lexeme.V08798,Rarely,めったに,8798,87.97,0,15.32,web_prior,,50.0,16.62,19.7971,8741,91.04,N1
V08799,ただただ,ただただ,simply,lexeme.V08799,simply,ただただ,8799,87.98,0,15.32,web_prior,,50.0,16.62,19.7971,8742,91.05,N1
V08800,芸人,げいにん,player,lexeme.V08800,player,芸人,8800,87.99,30,29.8,direct,,50.0,23.18,27.2926,5513,57.42,N3
V08801,愉快,ゆかい,pleasant,lexeme.V08801,pleasant,愉快,8801,88.0,0,15.32,web_prior,,50.0,16.62,19.7971,8743,91.06,N1
V08802,やす,やす,Yasu,lexeme.V08802,Yasu,やす,8802,88.01,0,15.32,web_prior,,50.0,16.62,19.7971,8744,91.07,N1
V08803,シャンプー,シャンプー,shampoo,lexeme.V08803,shampoo,シャンプー,8803,88.02,0,15.32,web_prior,,50.0,16.62,19.7971,8745,91.08,N1
V08804,越し,こし,Over,lexeme.V08804,Over,越し,8804,88.03,0,15.32,web_prior,,50.0,16.62,19.7971,8746,91.09,N1
V08805,盾,たて,shield,lexeme.V08805,shield,盾,8805,88.04,0,15.32,web_prior,,50.0,16.62,19.7971,8747,91.1,N1
V08806,名曲,めいきょく,famous music,lexeme.V08806,famous music,名曲,8806,88.05,11,21.56,direct,,50.0,19.72,23.0678,7193,74.92,N2
V08807,カレッジ,カレッジ,College,lexeme.V08807,College,カレッジ,8807,88.06,0,15.31,web_prior,,50.0,16.6,19.7825,8748,91.11,N1
V08808,図式,ずしき,diagram,lexeme.V08808,diagram,図式,8808,88.07,6,16.88,direct,,50.0,17.44,20.6164,8342,86.89,N2
V08809,詰め,つめ,Checkmate,form.fed66cf1fd9b,Checkmate,詰め|詰,8809,88.08,0,20.55,web_prior,,50.0,22.29,24.8482,6445,67.12,N2
V08810,接客,せっきゃく,serving customers,lexeme.V08810,serving customers,接客,8810,88.09,36,31.33,direct,,50.0,23.75,28.0647,5214,54.3,N3
V08811,唄,うた,song,form.22283cbae650,song,歌|うた|唄,8811,88.1,1835,65.21,direct,,50.0,53.51,55.5427,325,3.38,N5
V08812,徳島,とくしま,Tokushima,lexeme.V08812,Tokushima,徳島,8812,88.11,0,15.31,web_prior,,50.0,16.6,19.7825,8749,91.12,N1
V08813,懸命,けんめい,eagerness,lexeme.V08813,eagerness,懸命,8813,88.12,241,47.62,direct,,50.0,29.29,36.2273,2797,29.12,N4
V08814,薫,かおる,Kaoru,lexeme.V08814,Kaoru,薫,8814,88.13,0,15.31,web_prior,,50.0,16.6,19.7825,8750,91.14,N1
V08815,なんらかの,なんらかの,Some kind of,form.b2baa9dbad29,Some kind of,何らかの|なんらかの,8815,88.14,0,30.2,web_prior,,50.0,32.76,34.1648,3326,34.64,N3
V08816,喰う,くう,Eat,form.574ac78f3ae7,Eat,食う|喰う,8816,88.15,0,31.07,web_prior,,50.0,33.7,34.9988,3116,32.45,N3
V08817,併用,へいよう,using together,lexeme.V08817,using together,併用,8817,88.16,7,18.04,direct,,50.0,18.03,21.226,8039,83.73,N2
V08818,平凡,へいぼん,common,lexeme.V08818,common,平凡,8818,88.17,120,41.61,direct,,50.0,27.38,33.2342,3619,37.69,N3
V08819,働きかける,はたらきかける,Work,lexeme.V08819,Work,働きかける,8819,88.18,0,15.31,web_prior,,50.0,16.6,19.7825,8751,91.15,N1
V08820,わる,わる,Bad,lexeme.V08820,Bad,わる,8820,88.19,0,15.31,web_prior,,50.0,16.6,19.7825,8752,91.16,N1
V08821,時価,じか,current value,lexeme.V08821,current value,時価,8821,88.2,7,18.04,direct,,50.0,18.02,21.2193,8040,83.74,N2
V08822,少い,すくない,Few,form.a01ad0afef7d,few,少ない|少い,8822,88.21,0,43.51,web_prior,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,71.33,47.19,49.1459,736,7.66,N5
V08823,刺身,さしみ,sashimi,lexeme.V08823,sashimi,刺身,8823,88.22,9,19.98,direct,,50.0,18.96,22.2319,7552,78.66,N2
V08824,下降,かこう,downward,lexeme.V08824,downward,下降,8824,88.23,52,34.45,direct,,50.0,24.9,29.6338,4690,48.84,N3
V08825,ピラミッド,ピラミッド,pyramid,lexeme.V08825,pyramid,ピラミッド,8825,88.24,0,15.29,web_prior,,50.0,16.59,19.7679,8754,91.18,N1
V08826,仮名,かめい,alias,lexeme.V08826,alias,仮名,8826,88.25,8,19.06,direct,,50.0,18.52,21.7547,7774,80.97,N2
V08827,インテル,インテル,Intel,lexeme.V08827,Intel,インテル,8827,88.26,0,15.29,web_prior,,50.0,16.59,19.7679,8755,91.19,N1
V08828,タコ,タコ,Octopus,lexeme.V08828,Octopus,タコ,8828,88.27,0,15.29,web_prior,,50.0,16.59,19.7679,8756,91.2,N1
V08829,ロイヤル,ロイヤル,Royal,lexeme.V08829,Royal,ロイヤル,8829,88.28,0,15.29,web_prior,,50.0,16.59,19.7679,8757,91.21,N1
V08830,面す,めんす,facing,lexeme.V08830,facing,面す,8830,88.29,0,15.29,web_prior,,50.0,16.59,19.7679,8758,91.22,N1
V08831,ぞう,ぞう,elephant,form.7b32d04dc172,elephant,象|ぞう,8831,88.3,89,39.04,direct,,50.0,30.96,34.5804,3229,33.62,N3
V08832,レーベル,レーベル,Label,lexeme.V08832,Label,レーベル,8832,88.31,0,15.28,web_prior,,50.0,16.57,19.7532,8761,91.25,N1
V08833,政治家,せいじか,politician,lexeme.V08833,politician,政治家,8833,88.32,0,15.28,web_prior,,50.0,16.57,19.7532,8762,91.26,N1
V08834,戦犯,せんぱん,war criminal,lexeme.V08834,war criminal,戦犯,8834,88.33,13,22.9,direct,,50.0,20.29,23.7394,6902,71.89,N2
V08835,評,ひょう,Review,lexeme.V08835,Review,評,8835,88.34,9,19.98,direct,,50.0,18.95,22.2251,7560,78.74,N2
V08836,デッキ,デッキ,deck,lexeme.V08836,deck,デッキ,8836,88.35,0,15.28,web_prior,,50.0,16.57,19.7532,8763,91.27,N1
V08837,リース,リース,lease,lexeme.V08837,lease,リース,8837,88.36,0,15.28,web_prior,,50.0,16.57,19.7532,8764,91.28,N1
V08838,彩,いろどり,Aya,lexeme.V08838,Aya,彩,8838,88.37,0,15.28,web_prior,,50.0,16.57,19.7532,8765,91.29,N1
V08839,翌朝,よくあさ,the next morning,lexeme.V08839,the next morning,翌朝,8839,88.38,56,35.08,direct,,50.0,25.11,29.9447,4589,47.79,N3
V08840,迄,まで,Until,lexeme.V08840,Until,迄,8840,88.39,0,15.28,web_prior,,50.0,16.57,19.7532,8766,91.3,N1
V08841,詰,つめ,Checkmate,form.fed66cf1fd9b,Checkmate,詰め|詰,8841,88.4,0,20.55,web_prior,,50.0,22.29,24.8482,6445,67.12,N2
V08842,改修,かいしゅう,repair,lexeme.V08842,repair,改修,8842,88.41,18,25.55,direct,,50.0,21.43,25.103,6343,66.06,N2
V08843,遠隔,えんかく,distant,lexeme.V08843,distant,遠隔,8843,88.42,0,15.28,web_prior,,50.0,16.57,19.7532,8767,91.31,N1
V08844,拠出,きょしゅつ,donation,lexeme.V08844,donation,拠出,8844,88.43,0,15.26,web_prior,,50.0,16.56,19.7385,8769,91.33,N1
V08845,考古学,こうこがく,archeology,lexeme.V08845,archeology,考古学,8845,88.44,0,15.26,web_prior,,50.0,16.56,19.7385,8770,91.34,N1
V08846,危惧,きぐ,apprehensions,lexeme.V08846,apprehensions,危惧,8846,88.45,0,15.26,web_prior,,50.0,16.56,19.7385,8771,91.35,N1
V08847,純正,じゅんせい,genuine,lexeme.V08847,genuine,純正,8847,88.46,5,15.55,direct,,50.0,16.71,19.8889,8690,90.51,N1
V08848,コス,コス,Costume,lexeme.V08848,Costume,コス,8848,88.47,0,15.26,web_prior,,50.0,16.56,19.7385,8772,91.36,N1
V08849,蛙,かえる,frog,lexeme.V08849,frog,蛙,8849,88.48,0,15.26,web_prior,,50.0,16.56,19.7385,8773,91.38,N1
V08850,上旬,じょうじゅん,first 10 days of month,lexeme.V08850,first 10 days of month,上旬,8850,88.49,0,15.26,web_prior,,50.0,16.56,19.7385,8774,91.39,N1
V08851,大家,おおや,landlord,lexeme.V08851,landlord,大家,8851,88.5,65,36.35,direct,,50.0,25.54,30.5702,4398,45.8,N3
V08852,入金,にゅうきん,deposit,lexeme.V08852,deposit,入金,8852,88.51,37,31.56,direct,,50.0,23.79,28.1534,5184,53.99,N3
V08853,わがまま,わがまま,Selfish,lexeme.V08853,Selfish,わがまま,8853,88.52,0,15.25,web_prior,,50.0,16.54,19.7238,8776,91.41,N1
V08854,転ぶ,ころぶ,fall,lexeme.V08854,fall,転ぶ,8854,88.53,0,15.25,web_prior,,50.0,16.54,19.7238,8777,91.42,N1
V08855,閉店,へいてん,closing up shop,lexeme.V08855,closing up shop,閉店,8855,88.54,119,41.54,direct,Conocimiento y consultas|Dinero y proyectos,50.0,27.3,33.1686,3646,37.97,N3
V08856,百貨店,ひゃっかてん,department store,lexeme.V08856,department store,百貨店,8856,88.55,0,15.25,web_prior,,50.0,16.54,19.7238,8778,91.43,N1
V08857,官邸,かんてい,official residence,lexeme.V08857,official residence,官邸,8857,88.56,0,15.25,web_prior,,50.0,16.54,19.7238,8779,91.44,N1
V08858,悟る,さとる,realize,lexeme.V08858,realize,悟る,8858,88.57,0,15.25,web_prior,,50.0,16.54,19.7238,8780,91.45,N1
V08859,たびたび,たびたび,frequently,lexeme.V08859,frequently,たびたび,8859,88.58,0,15.25,web_prior,,50.0,16.54,19.7238,8781,91.46,N1
V08860,不完全,ふかんぜん,incomplete,lexeme.V08860,incomplete,不完全,8860,88.59,0,15.25,web_prior,,50.0,16.54,19.7238,8782,91.47,N1
V08861,そいつ,そいつ,That guy,lexeme.V08861,That guy,そいつ,8861,88.6,0,15.25,web_prior,,50.0,16.54,19.7238,8783,91.48,N1
V08862,配備,はいび,deploy,lexeme.V08862,deploy,配備,8862,88.61,87,38.85,direct,,50.0,26.4,31.8228,4033,42.0,N3
V08863,パチ,パチ,Pachi,lexeme.V08863,Pachi,パチ,8863,88.62,0,15.25,web_prior,,50.0,16.54,19.7238,8784,91.49,N1
V08864,やけど,やけど,Burns,lexeme.V08864,Burns,やけど,8864,88.63,0,15.25,web_prior,,50.0,16.54,19.7238,8785,91.5,N1
V08865,閉まる,しまる,Close,lexeme.V08865,Close,閉まる,8865,88.64,0,15.23,web_prior,,50.0,16.52,19.7091,8786,91.51,N1
V08866,クッキー,クッキー,cookie,lexeme.V08866,cookie,クッキー,8866,88.65,0,15.23,web_prior,,50.0,16.52,19.7091,8787,91.52,N1
V08867,善意,ぜんい,virtuous mind,lexeme.V08867,virtuous mind,善意,8867,88.66,0,15.23,web_prior,,50.0,16.52,19.7091,8788,91.53,N1
V08868,函,はこ,box,form.51e62f9ec465,box,箱|函,8868,88.67,0,32.72,web_prior,Ocio y vida diaria|Dinero y proyectos,49.27,35.5,36.5277,2730,28.43,N4
V08869,予め,あらかじめ,in advance,form.c17b864f1ddd,in advance,あらかじめ|予め,8869,88.68,31,30.07,direct,,50.0,30.24,32.1935,3921,40.83,N3
V08870,聡,さとし,Satoshi,lexeme.V08870,Satoshi,聡,8870,88.69,0,15.23,web_prior,,50.0,16.52,19.7091,8789,91.54,N1
V08871,日の丸,ひのまる,Japanese flag,lexeme.V08871,Japanese flag,日の丸,8871,88.7,1,6.01,direct,,50.0,10.38,14.6398,9581,99.79,N1
V08872,ミラノ,ミラノ,Milan,lexeme.V08872,Milan,ミラノ,8872,88.71,0,15.22,web_prior,,50.0,16.51,19.6944,8790,91.55,N1
V08873,馬券,ばけん,betting ticket,lexeme.V08873,betting ticket,馬券,8873,88.72,2,9.53,direct,,50.0,13.06,16.6197,9528,99.24,N1
V08874,礼,れい,Rei,lexeme.V08874,Rei,礼,8874,88.73,0,15.22,web_prior,,50.0,16.51,19.6944,8791,91.56,N1
V08875,綿,めん,cotton,lexeme.V08875,cotton,綿,8875,88.74,0,15.22,web_prior,,50.0,16.51,19.6944,8792,91.57,N1
V08876,万が一,まんがいち,In case,lexeme.V08876,In case,万が一,8876,88.75,96,39.69,direct,,50.0,26.66,32.231,3901,40.62,N3
V08877,若年,じゃくねん,youth,lexeme.V08877,youth,若年,8877,88.76,5,15.55,direct,,50.0,16.68,19.869,8705,90.67,N1
V08878,命題,めいだい,proposition,lexeme.V08878,proposition,命題,8878,88.77,10,20.81,direct,,50.0,19.3,22.6281,7382,76.89,N2
V08879,湿る,しめる,moist,lexeme.V08879,moist,湿る,8879,88.78,0,15.22,web_prior,,50.0,16.51,19.6944,8793,91.58,N1
V08880,ハッカー,ハッカー,hacker,lexeme.V08880,hacker,ハッカー,8880,88.79,0,15.22,web_prior,,50.0,16.51,19.6944,8794,91.59,N1
V08881,先程,さきほど,some time ago,lexeme.V08881,some time ago,先程,8881,88.8,29,29.51,direct,,50.0,22.99,27.0983,5574,58.05,N3
V08882,広範,こうはん,wide,lexeme.V08882,wide,広範,8882,88.81,8,19.06,direct,,50.0,18.47,21.7141,7801,81.25,N2
V08883,価,あたい,Price,lexeme.V08883,Price,価,8883,88.82,10,20.81,direct,,50.0,19.29,22.6213,7390,76.97,N2
V08884,民家,みんか,private house,lexeme.V08884,private house,民家,8884,88.83,6,16.88,direct,,50.0,17.38,20.5696,8358,87.05,N2
V08885,松山,まつやま,Matsuyama,lexeme.V08885,Matsuyama,松山,8885,88.84,1,6.01,direct,,50.0,10.37,14.6274,9582,99.8,N1
V08886,っきり,っきり,Clearly,lexeme.V08886,Clearly,っきり,8886,88.85,0,15.2,web_prior,,50.0,16.49,19.6796,8795,91.6,N1
V08887,プロセッサ,プロセッサ,Processor,lexeme.V08887,Processor,プロセッサ,8887,88.86,0,15.2,web_prior,,50.0,16.49,19.6796,8796,91.61,N1
V08888,精,せい,spirit,lexeme.V08888,spirit,精,8888,88.87,0,15.2,web_prior,,50.0,16.49,19.6796,8797,91.62,N1
V08889,焼肉,やきにく,yakiniku,lexeme.V08889,yakiniku,焼肉,8889,88.88,0,15.2,web_prior,,50.0,16.49,19.6796,8798,91.64,N1
V08890,法学,ほうがく,law,lexeme.V08890,law,法学,8890,88.89,18,25.55,direct,,50.0,21.36,25.061,6364,66.28,N2
V08891,狂気,きょうき,madness,lexeme.V08891,madness,狂気,8891,88.9,218,46.76,direct,,50.0,28.9,35.7368,2934,30.55,N3
V08892,洞,ほら,cave,lexeme.V08892,cave,洞,8892,88.91,0,15.19,web_prior,,50.0,16.47,19.6648,8799,91.65,N1
V08893,ゴールデン,ゴールデン,Golden,lexeme.V08893,Golden,ゴールデン,8893,88.92,0,15.19,web_prior,,50.0,16.47,19.6648,8800,91.66,N1
V08894,暗闇,くらやみ,darkness,lexeme.V08894,darkness,暗闇,8894,88.93,0,15.19,web_prior,,50.0,16.47,19.6648,8801,91.67,N1
V08895,筆頭,ひっとう,brush tip,lexeme.V08895,brush tip,筆頭,8895,88.94,0,15.19,web_prior,,50.0,16.47,19.6648,8802,91.68,N1
V08896,創価学会,そうかがっかい,Soka Gakkai,lexeme.V08896,Soka Gakkai,創価学会,8896,88.95,0,15.19,web_prior,,50.0,16.47,19.6648,8803,91.69,N1
V08897,レコーダー,レコーダー,recorder,lexeme.V08897,recorder,レコーダー,8897,88.96,0,15.19,web_prior,,50.0,16.47,19.6648,8804,91.7,N1
V08898,撮れる,とれる,Can be taken,form.9cd3e953647c,Can be taken,取れる|とれる|撮れる,8898,88.97,0,36.03,web_prior,,50.0,39.08,39.7944,1995,20.77,N4
V08899,水槽,すいそう,water tank,lexeme.V08899,water tank,水槽,8899,88.98,61,35.81,direct,,50.0,25.28,30.2609,4488,46.74,N3
V08900,返品,へんぴん,returned goods,lexeme.V08900,returned goods,返品,8900,88.99,35,31.09,direct,Dinero y proyectos,50.0,23.56,27.8798,5291,55.1,N3
V08901,採算,さいさん,profit,lexeme.V08901,profit,採算,8901,89.0,3,12.03,direct,,50.0,14.65,17.9651,9498,98.93,N1
V08902,籠,かご,basket,form.74b2ff0fdd94,basket,籠|かご,8902,89.01,0,20.24,web_prior,,50.0,21.96,24.5462,6562,68.34,N2
V08903,押しつける,おしつける,push,lexeme.V08903,push,押しつける,8903,89.02,0,15.17,web_prior,,50.0,16.46,19.6499,8805,91.71,N1
V08904,フラン,フラン,Fran,lexeme.V08904,Fran,フラン,8904,89.03,0,15.17,web_prior,,50.0,16.46,19.6499,8806,91.72,N1
V08905,上院,じょういん,Senate,lexeme.V08905,Senate,上院,8905,89.04,300,49.52,direct,,50.0,29.73,37.097,2576,26.82,N4
V08906,焼,やき,Grilled,form.6e20c04ed38d,Grilled,焼き|焼,8906,89.05,0,23.01,web_prior,Ocio y vida diaria,50.0,24.95,27.2163,5538,57.68,N3
V08907,暗記,あんき,memorization,lexeme.V08907,memorization,暗記,8907,89.06,28,29.22,direct,,50.0,22.84,26.9273,5636,58.7,N3
V08908,いくらか,いくらか,How much,lexeme.V08908,How much,いくらか,8908,89.07,0,15.17,web_prior,,50.0,16.46,19.6499,8807,91.73,N1
V08909,爆破,ばくは,destructive blast,lexeme.V08909,destructive blast,爆破,8909,89.08,0,15.17,web_prior,,50.0,16.46,19.6499,8808,91.74,N1
V08910,出動,しゅつどう,sailing,lexeme.V08910,sailing,出動,8910,89.09,181,45.15,direct,,50.0,28.39,34.9315,3130,32.59,N3
V08911,ソフトウエア,ソフトウエア,Software,lexeme.V08911,Software,ソフトウエア,8911,89.1,0,15.17,web_prior,,50.0,16.46,19.6499,8809,91.75,N1
V08912,動揺,どうよう,shaking,lexeme.V08912,shaking,動揺,8912,89.11,429,52.61,direct,,50.0,30.64,38.6268,2231,23.23,N4
V08913,結城,ゆうき,Yuki,lexeme.V08913,Yuki,結城,8913,89.12,0,15.17,web_prior,,50.0,16.46,19.6499,8810,91.76,N1
V08914,音源,おんげん,sound source,lexeme.V08914,sound source,音源,8914,89.13,11,21.56,direct,,50.0,19.62,22.9992,7216,75.16,N2
